time,open,high,low,close,Shapes,Shapes,Volume,Volume MA
2021-06-09T13:38:39Z,126.98,126.98,126.98,126.98,0,0,100,608.65
2021-06-09T13:38:40Z,127,127,127,127,1,0,2999,753.6
2021-06-09T13:38:41Z,127.02,127.02,127.01,127.01,0,0,418,562.5
2021-06-09T13:38:43Z,127.03,127.03,127.03,127.03,0,0,200,440
2021-06-09T13:38:44Z,127.01,127.01,127.01,127.01,0,1,200,425
2021-06-09T13:38:45Z,126.99,126.99,126.99,126.99,0,0,200,430
2021-06-09T13:38:46Z,126.99,127,126.99,127,1,0,200,415
2021-06-09T13:38:48Z,126.99,126.99,126.99,126.99,0,0,100,415
2021-06-09T13:38:49Z,127.01,127.01,127,127,0,0,200,395
2021-06-09T13:38:50Z,126.98,126.98,126.98,126.98,0,1,200,400
2021-06-09T13:38:51Z,126.98,126.98,126.98,126.98,0,0,600,420
2021-06-09T13:38:52Z,126.96,126.96,126.96,126.96,0,0,1911,489.5
2021-06-09T13:38:55Z,127,127,127,127,1,0,100,489.5
2021-06-09T13:38:56Z,127.01,127.02,127.01,127.02,0,0,300,484.5
2021-06-09T13:39:00Z,127,127,127,127,0,1,100,464.5
2021-06-09T13:39:04Z,127.03,127.03,126.99,126.99,0,0,1000,509.5
2021-06-09T13:39:05Z,126.97,126.97,126.97,126.97,0,0,100,494.5
2021-06-09T13:39:06Z,126.99,126.99,126.97,126.97,0,0,1800,561.4
2021-06-09T13:39:07Z,126.96,126.96,126.96,126.96,0,0,100,561.4
2021-06-09T13:39:11Z,126.99,126.99,126.99,126.99,1,0,200,551.4
2021-06-09T13:39:12Z,126.99,126.99,126.99,126.99,0,0,200,556.4
2021-06-09T13:39:15Z,127,127,127,127,0,0,100,411.45
2021-06-09T13:39:20Z,126.96,126.96,126.96,126.96,0,1,100,395.55
2021-06-09T13:39:21Z,126.99,126.99,126.98,126.98,1,0,400,405.55
2021-06-09T13:39:23Z,127.01,127.01,127,127,0,0,300,410.55
